Id,State,shopping centre,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
6884,Victoria,Emporium Melbourne,-37.8125,144.96389,Rooftop at QT,-37.81331958000876,144.96784874477441,Lounge
6885,Victoria,Emporium Melbourne,-37.8125,144.96389,Tropicana Juice/Food Bar,-37.81606286670751,144.9670711046686,Juice Bar
6886,Victoria,Emporium Melbourne,-37.8125,144.96389,+39 Pizzeria & Degustation Bar,-37.81352877524485,144.9618675721726,Pizza Place
6887,Victoria,Emporium Melbourne,-37.8125,144.96389,Curtin House Rooftop Bar,-37.8120470668474,144.965312674764,Bar
6888,Victoria,Emporium Melbourne,-37.8125,144.96389,Manchester Press,-37.81374034440173,144.96213239807437,Café
6889,Victoria,Emporium Melbourne,-37.8125,144.96389,Whitehart,-37.81278061076497,144.96197284896698,Bar
6890,Victoria,Emporium Melbourne,-37.8125,144.96389,Cookie,-37.81207820874011,144.96492923996237,Bar
6891,Victoria,Emporium Melbourne,-37.8125,144.96389,Little Temperance,-37.81398745900714,144.96776748113626,Café
6892,Victoria,Emporium Melbourne,-37.8125,144.96389,MoVida,-37.816619,144.969161,Spanish Restaurant
6893,Victoria,Emporium Melbourne,-37.8125,144.96389,Bar Ampère,-37.81367475465167,144.96741035060862,Bar
6894,Victoria,Emporium Melbourne,-37.8125,144.96389,The Hardware Société,-37.812010258216525,144.9604973136649,Café
6895,Victoria,Emporium Melbourne,-37.8125,144.96389,Market Lane Coffee,-37.813518688310246,144.97345901690232,Café
6896,Victoria,Emporium Melbourne,-37.8125,144.96389,Vue De Monde,-37.818534387801776,144.9574112892151,French Restaurant
6899,Victoria,The Block Arcade,-37.81583,144.96444,Federation Square,-37.817996268647015,144.96819366696317,Plaza
6900,Victoria,The Block Arcade,-37.81583,144.96444,State Library of Victoria,-37.80998738442444,144.96429920196533,Library
6901,Victoria,The Block Arcade,-37.81583,144.96444,Uniqlo,-37.812120089271325,144.96338091526198,Clothing Store
6902,Victoria,The Block Arcade,-37.81583,144.96444,Emporium Café Court,-37.81192500398337,144.9637853328174,Food Court
6903,Victoria,The Block Arcade,-37.81583,144.96444,National Gallery of Victoria,-37.822483025431715,144.9693037194922,Art Gallery
6904,Victoria,The Block Arcade,-37.81583,144.96444,Arts Centre Melbourne,-37.82162,144.968808,Performing Arts Venue
6905,Victoria,The Block Arcade,-37.81583,144.96444,Arbory Bar & Eatery,-37.81901983257927,144.96600375477874,Bar
6906,Victoria,The Block Arcade,-37.81583,144.96444,Grand Hyatt Melbourne,-37.815212836745026,144.96965825557706,Hotel
6907,Victoria,The Block Arcade,-37.81583,144.96444,Fitness First Platinum,-37.817944,144.96526,Athletics & Sports
6908,Victoria,The Block Arcade,-37.81583,144.96444,Hosier Lane,-37.816328113583516,144.9690120666753,Public Art
6909,Victoria,The Block Arcade,-37.81583,144.96444,Little Rogue Coffee,-37.810911,144.964027,Coffee Shop
6910,Victoria,The Block Arcade,-37.81583,144.96444,Virgin Active Health Club,-37.81880644153783,144.95591708903513,Athletics & Sports
6911,Victoria,The Block Arcade,-37.81583,144.96444,Princess Theatre,-37.810636721140575,144.97254546919052,Performing Arts Venue
6912,Victoria,The Block Arcade,-37.81583,144.96444,Nespresso Boutique,-37.812153,144.96373,Coffee Shop
6913,Victoria,The Block Arcade,-37.81583,144.96444,Virgin Active Health Club,-37.812062666176075,144.9688099313894,Athletics & Sports
6914,Victoria,The Block Arcade,-37.81583,144.96444,Dodee Paidang Thai Street Food Bar And Cafe,-37.815653552230046,144.96326415448823,Asian Restaurant
6916,Victoria,The Block Arcade,-37.81583,144.96444,Crown Promenade Hotel,-37.823617707380166,144.96017932891846,Hotel
6917,Victoria,The Block Arcade,-37.81583,144.96444,Sofitel Melbourne on Collins,-37.81404318124804,144.97276425361633,Hotel
6918,Victoria,The Block Arcade,-37.81583,144.96444,Dymocks Melbourne,-37.81557467511342,144.9657442417992,Bookstore
6919,Victoria,The Block Arcade,-37.81583,144.96444,MUJI 無印良品,-37.812001,144.964102,Miscellaneous Shop
6920,Victoria,The Block Arcade,-37.81583,144.96444,Hamer Hall,-37.82025301733963,144.9684799735824,Concert Hall
6921,Victoria,The Block Arcade,-37.81583,144.96444,Chin Chin,-37.815450585998335,144.97018899519054,Asian Restaurant
6922,Victoria,The Block Arcade,-37.81583,144.96444,State Library Lawn,-37.81002998576426,144.96427274615817,Plaza
6923,Victoria,The Block Arcade,-37.81583,144.96444,Hakata Gensuke,-37.81227141352905,144.9679079257152,Asian Restaurant
6924,Victoria,The Block Arcade,-37.81583,144.96444,Pidapipó Gelateria,-37.81771534029083,144.9659968868317,Dessert Shop
6925,Victoria,The Block Arcade,-37.81583,144.96444,Lune Croissanterie,-37.81551396262977,144.9694151357633,Bakery
6926,Victoria,The Block Arcade,-37.81583,144.96444,Dukes Coffee Roasters,-37.816763029794885,144.96606395613023,Coffee Shop
6927,Victoria,The Block Arcade,-37.81583,144.96444,Eureka Skydeck 88,-37.82158878893734,144.96459442161472,Scenic Lookout
6928,Victoria,The Block Arcade,-37.81583,144.96444,Don Don,-37.810736938924215,144.96350688804856,Asian Restaurant
6929,Victoria,The Block Arcade,-37.81583,144.96444,QT Melbourne,-37.81332274876855,144.9683624058521,Hotel
6930,Victoria,The Block Arcade,-37.81583,144.96444,Brother Baba Budan,-37.81344531526534,144.9621371027108,Coffee Shop
6931,Victoria,The Block Arcade,-37.81583,144.96444,Shortstop Coffee & Donuts,-37.81124,144.961,Donut Shop
6932,Victoria,The Block Arcade,-37.81583,144.96444,Louis Vuitton,-37.8225552,144.9605453,Clothing Store
6933,Victoria,The Block Arcade,-37.81583,144.96444,The Langham,-37.82037,144.96571,Hotel
6934,Victoria,The Block Arcade,-37.81583,144.96444,Patricia Coffee Brewers,-37.81459770538132,144.95834960462622,Coffee Shop
6935,Victoria,The Block Arcade,-37.81583,144.96444,Calia,-37.812723955464676,144.96393013297285,Asian Restaurant
